,artist,title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,dataset,track_link
0,brenda lee,rockin' around the christmas tree,2EjXfH91m7f8HiJN1yQg97,0.589,0.472,8.0,-8.749,1.0,0.0502,0.614,0.0,0.505,0.898,67.196,audio_features,spotify:track:2EjXfH91m7f8HiJN1yQg97,https://api.spotify.com/v1/tracks/2EjXfH91m7f8HiJN1yQg97,https://api.spotify.com/v1/audio-analysis/2EjXfH91m7f8HiJN1yQg97,126267.0,4.0,hot,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
1,mariah carey,all i want for christmas is you,0bYg9bo50gSsH3LtXe2SQn,0.336,0.627,7.0,-7.463,1.0,0.0384,0.164,0.0,0.0708,0.35,150.273,audio_features,spotify:track:0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn,241107.0,4.0,hot,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2,bobby helms,jingle bell rock,7vQbuQcyTflfCIOu3Uzzya,0.754,0.424,2.0,-8.463,1.0,0.0363,0.643,0.0,0.0652,0.806,119.705,audio_features,spotify:track:7vQbuQcyTflfCIOu3Uzzya,https://api.spotify.com/v1/tracks/7vQbuQcyTflfCIOu3Uzzya,https://api.spotify.com/v1/audio-analysis/7vQbuQcyTflfCIOu3Uzzya,130973.0,4.0,hot,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
3,wham!,last christmas,2FRnf9qhLbvw8fu4IBXx78,0.735,0.478,2.0,-12.472,1.0,0.0293,0.189,2.48e-06,0.355,0.947,107.682,audio_features,spotify:track:2FRnf9qhLbvw8fu4IBXx78,https://api.spotify.com/v1/tracks/2FRnf9qhLbvw8fu4IBXx78,https://api.spotify.com/v1/audio-analysis/2FRnf9qhLbvw8fu4IBXx78,262960.0,4.0,hot,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
4,burl ives,a holly jolly christmas,77khP2fIVhSW23NwxrRluh,0.683,0.375,0.0,-13.056,1.0,0.0303,0.579,0.0,0.076,0.888,140.467,audio_features,spotify:track:77khP2fIVhSW23NwxrRluh,https://api.spotify.com/v1/tracks/77khP2fIVhSW23NwxrRluh,https://api.spotify.com/v1/audio-analysis/77khP2fIVhSW23NwxrRluh,135533.0,4.0,hot,https://open.spotify.com/track/77khP2fIVhSW23NwxrRluh
5,andy williams,it's the most wonderful time of the year,3gBhiIj76UJQ7jlrUR4qjc,0.294,0.885,4.0,-7.209,0.0,0.106,0.561,0.00133,0.099,0.401,112.715,audio_features,spotify:track:3gBhiIj76UJQ7jlrUR4qjc,https://api.spotify.com/v1/tracks/3gBhiIj76UJQ7jlrUR4qjc,https://api.spotify.com/v1/audio-analysis/3gBhiIj76UJQ7jlrUR4qjc,248160.0,3.0,hot,https://open.spotify.com/track/3gBhiIj76UJQ7jlrUR4qjc
6,dean martin,"let it snow, let it snow, let it snow!",2uFaJJtFpPDc5Pa95XzTvg,0.451,0.24,1.0,-14.014,1.0,0.0351,0.912,2.45e-06,0.175,0.701,134.009,audio_features,spotify:track:2uFaJJtFpPDc5Pa95XzTvg,https://api.spotify.com/v1/tracks/2uFaJJtFpPDc5Pa95XzTvg,https://api.spotify.com/v1/audio-analysis/2uFaJJtFpPDc5Pa95XzTvg,117147.0,4.0,hot,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
7,jose feliciano,feliz navidad,0oPdaY4dXtc3ZsaG17V972,0.513,0.831,2.0,-9.004,1.0,0.0383,0.55,0.0,0.336,0.963,148.837,audio_features,spotify:track:0oPdaY4dXtc3ZsaG17V972,https://api.spotify.com/v1/tracks/0oPdaY4dXtc3ZsaG17V972,https://api.spotify.com/v1/audio-analysis/0oPdaY4dXtc3ZsaG17V972,182067.0,4.0,hot,https://open.spotify.com/track/0oPdaY4dXtc3ZsaG17V972
8,jack harlow,lovin on me,4xhsWYTOGcal8zt0J161CU,0.943,0.558,2.0,-4.911,1.0,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,audio_features,spotify:track:4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/audio-analysis/4xhsWYTOGcal8zt0J161CU,138411.0,4.0,hot,https://open.spotify.com/track/4xhsWYTOGcal8zt0J161CU
9,the ronettes,sleigh ride,5ASM6Qjiav2xPe7gRkQMsQ,0.529,0.772,2.0,-7.013,1.0,0.0287,0.403,2.21e-06,0.316,0.853,91.751,audio_features,spotify:track:5ASM6Qjiav2xPe7gRkQMsQ,https://api.spotify.com/v1/tracks/5ASM6Qjiav2xPe7gRkQMsQ,https://api.spotify.com/v1/audio-analysis/5ASM6Qjiav2xPe7gRkQMsQ,181267.0,4.0,hot,https://open.spotify.com/track/5ASM6Qjiav2xPe7gRkQMsQ
10,ariana grande,santa tell me,0lizgQ7Qw35od7CYaoMBZb,0.525,0.621,7.0,-7.364,1.0,0.116,0.0489,0.0,0.294,0.591,191.9,audio_features,spotify:track:0lizgQ7Qw35od7CYaoMBZb,https://api.spotify.com/v1/tracks/0lizgQ7Qw35od7CYaoMBZb,https://api.spotify.com/v1/audio-analysis/0lizgQ7Qw35od7CYaoMBZb,204093.0,4.0,hot,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
11,"nat ""king"" cole",the christmas song (merry christmas to you),4PS1e8f2LvuTFgUs1Cn3ON,0.319,0.21,1.0,-15.231,1.0,0.0341,0.92,8.06e-05,0.138,0.209,78.696,audio_features,spotify:track:4PS1e8f2LvuTFgUs1Cn3ON,https://api.spotify.com/v1/tracks/4PS1e8f2LvuTFgUs1Cn3ON,https://api.spotify.com/v1/audio-analysis/4PS1e8f2LvuTFgUs1Cn3ON,192160.0,4.0,hot,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON
12,kelly clarkson,underneath the tree,3YZE5qDV7u1ZD1gZc47ZeR,0.509,0.812,8.0,-5.439,1.0,0.0537,0.00128,1.99e-05,0.214,0.689,159.878,audio_features,spotify:track:3YZE5qDV7u1ZD1gZc47ZeR,https://api.spotify.com/v1/tracks/3YZE5qDV7u1ZD1gZc47ZeR,https://api.spotify.com/v1/audio-analysis/3YZE5qDV7u1ZD1gZc47ZeR,229640.0,4.0,hot,https://open.spotify.com/track/3YZE5qDV7u1ZD1gZc47ZeR
13,bing crosby with ken darby singers & john scott trotter & his orchestra,white christmas,5mM1jHHXhKc0ZYi0R8EOLn,0.261,0.185,9.0,-16.526,1.0,0.0362,0.94,0.00108,0.155,0.138,94.566,audio_features,spotify:track:5mM1jHHXhKc0ZYi0R8EOLn,https://api.spotify.com/v1/tracks/5mM1jHHXhKc0ZYi0R8EOLn,https://api.spotify.com/v1/audio-analysis/5mM1jHHXhKc0ZYi0R8EOLn,203600.0,4.0,hot,https://open.spotify.com/track/5mM1jHHXhKc0ZYi0R8EOLn
14,darlene love,christmas (baby please come home),46pF1zFimM582ss1PrMy68,0.325,0.759,8.0,-7.146,1.0,0.053,0.395,0.000362,0.0773,0.36,126.627,audio_features,spotify:track:46pF1zFimM582ss1PrMy68,https://api.spotify.com/v1/tracks/46pF1zFimM582ss1PrMy68,https://api.spotify.com/v1/audio-analysis/46pF1zFimM582ss1PrMy68,166453.0,4.0,hot,https://open.spotify.com/track/46pF1zFimM582ss1PrMy68
15,nat king cole,deck the halls,1TH5fhztFZmUGWaCXmZ6ie,0.645,0.451,9.0,-8.892,1.0,0.0372,0.653,0.0,0.0708,0.965,107.178,audio_features,spotify:track:1TH5fhztFZmUGWaCXmZ6ie,https://api.spotify.com/v1/tracks/1TH5fhztFZmUGWaCXmZ6ie,https://api.spotify.com/v1/audio-analysis/1TH5fhztFZmUGWaCXmZ6ie,68800.0,4.0,hot,https://open.spotify.com/track/1TH5fhztFZmUGWaCXmZ6ie
16,elvis presley,blue christmas,3QiAAp20rPC3dcAtKtMaqQ,0.465,0.27,4.0,-16.661,1.0,0.0425,0.9,0.00104,0.145,0.58,94.518,audio_features,spotify:track:3QiAAp20rPC3dcAtKtMaqQ,https://api.spotify.com/v1/tracks/3QiAAp20rPC3dcAtKtMaqQ,https://api.spotify.com/v1/audio-analysis/3QiAAp20rPC3dcAtKtMaqQ,129173.0,4.0,hot,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
17,taylor swift,cruel summer,1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,9.0,-5.707,1.0,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427.0,4.0,hot,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
18,eartha kitt with henri rene and his orchestra,santa baby,1foCxQtxBweJtZmdxhEHVO,0.7,0.139,8.0,-12.346,1.0,0.0607,0.902,0.0,0.185,0.49,84.485,audio_features,spotify:track:1foCxQtxBweJtZmdxhEHVO,https://api.spotify.com/v1/tracks/1foCxQtxBweJtZmdxhEHVO,https://api.spotify.com/v1/audio-analysis/1foCxQtxBweJtZmdxhEHVO,206067.0,4.0,hot,https://open.spotify.com/track/1foCxQtxBweJtZmdxhEHVO
19,gene autry,here comes santa claus (right down santa claus lane),25leEEaz1gIpp7o21Fqyjo,0.834,0.371,1.0,-11.99,1.0,0.0358,0.799,0.0,0.275,0.976,96.628,audio_features,spotify:track:25leEEaz1gIpp7o21Fqyjo,https://api.spotify.com/v1/tracks/25leEEaz1gIpp7o21Fqyjo,https://api.spotify.com/v1/audio-analysis/25leEEaz1gIpp7o21Fqyjo,150267.0,4.0,hot,https://open.spotify.com/track/25leEEaz1gIpp7o21Fqyjo
20,chuck berry,run rudolph run,2pnPe4pJtq7689i5ydzvJJ,0.681,0.715,7.0,-10.609,0.0,0.0912,0.812,9.43e-06,0.0777,0.957,152.132,audio_features,spotify:track:2pnPe4pJtq7689i5ydzvJJ,https://api.spotify.com/v1/tracks/2pnPe4pJtq7689i5ydzvJJ,https://api.spotify.com/v1/audio-analysis/2pnPe4pJtq7689i5ydzvJJ,165733.0,4.0,hot,https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ
21,michael buble,it's beginning to look a lot like christmas,3ZfRpDV74gUbBCmW8yb6ml,0.419,0.245,7.0,-9.561,1.0,0.0334,0.901,2.74e-06,0.101,0.42,113.228,audio_features,spotify:track:3ZfRpDV74gUbBCmW8yb6ml,https://api.spotify.com/v1/tracks/3ZfRpDV74gUbBCmW8yb6ml,https://api.spotify.com/v1/audio-analysis/3ZfRpDV74gUbBCmW8yb6ml,172137.0,4.0,hot,https://open.spotify.com/track/3ZfRpDV74gUbBCmW8yb6ml
22,tate mcrae,greedy,3rUGC1vUpkDG9CZFHMur1t,0.75,0.733,6.0,-3.18,0.0,0.0319,0.256,0.0,0.114,0.844,111.018,audio_features,spotify:track:3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/tracks/3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/audio-analysis/3rUGC1vUpkDG9CZFHMur1t,131872.0,1.0,hot,https://open.spotify.com/track/3rUGC1vUpkDG9CZFHMur1t
23,the beach boys,little saint nick,5xlS0QkVrSH7ssEbBgBzbM,0.602,0.553,11.0,-9.336,1.0,0.0328,0.108,0.0,0.0512,0.971,130.594,audio_features,spotify:track:5xlS0QkVrSH7ssEbBgBzbM,https://api.spotify.com/v1/tracks/5xlS0QkVrSH7ssEbBgBzbM,https://api.spotify.com/v1/audio-analysis/5xlS0QkVrSH7ssEbBgBzbM,118840.0,4.0,hot,https://open.spotify.com/track/5xlS0QkVrSH7ssEbBgBzbM
24,paul mccartney,wonderful christmastime,1SV1fxF65n9NhRHp3KlBuu,0.774,0.511,11.0,-8.914,1.0,0.0319,0.322,0.0,0.0672,0.771,94.736,audio_features,spotify:track:1SV1fxF65n9NhRHp3KlBuu,https://api.spotify.com/v1/tracks/1SV1fxF65n9NhRHp3KlBuu,https://api.spotify.com/v1/audio-analysis/1SV1fxF65n9NhRHp3KlBuu,227653.0,4.0,hot,https://open.spotify.com/track/1SV1fxF65n9NhRHp3KlBuu
25,eagles,please come home for christmas,3QIoEi8Enr9uHffwInGIsC,0.612,0.289,9.0,-11.568,1.0,0.0421,0.599,0.00266,0.0561,0.466,183.18,audio_features,spotify:track:3QIoEi8Enr9uHffwInGIsC,https://api.spotify.com/v1/tracks/3QIoEi8Enr9uHffwInGIsC,https://api.spotify.com/v1/audio-analysis/3QIoEi8Enr9uHffwInGIsC,177440.0,3.0,hot,https://open.spotify.com/track/3QIoEi8Enr9uHffwInGIsC
26,doja cat,paint the town red,2IGMVunIBsBLtEQyoI1Mu7,0.868,0.538,5.0,-8.603,1.0,0.174,0.269,3.34e-06,0.0901,0.732,99.968,audio_features,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,https://api.spotify.com/v1/tracks/2IGMVunIBsBLtEQyoI1Mu7,https://api.spotify.com/v1/audio-analysis/2IGMVunIBsBLtEQyoI1Mu7,231750.0,4.0,hot,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7
27,jackson 5,santa claus is comin' to town,2QpN1ZVw8eJO5f7WcvUA1k,0.692,0.762,0.0,-4.867,1.0,0.0342,0.424,1.27e-05,0.181,0.961,146.673,audio_features,spotify:track:2QpN1ZVw8eJO5f7WcvUA1k,https://api.spotify.com/v1/tracks/2QpN1ZVw8eJO5f7WcvUA1k,https://api.spotify.com/v1/audio-analysis/2QpN1ZVw8eJO5f7WcvUA1k,144013.0,4.0,hot,https://open.spotify.com/track/2QpN1ZVw8eJO5f7WcvUA1k
28,tyla,water,5aIVCx5tnk0ntmdiinnYvw,0.673,0.722,3.0,-3.495,0.0,0.0755,0.0856,0.0,0.137,0.519,117.187,audio_features,spotify:track:5aIVCx5tnk0ntmdiinnYvw,https://api.spotify.com/v1/tracks/5aIVCx5tnk0ntmdiinnYvw,https://api.spotify.com/v1/audio-analysis/5aIVCx5tnk0ntmdiinnYvw,200256.0,4.0,hot,https://open.spotify.com/track/5aIVCx5tnk0ntmdiinnYvw
29,thurl ravenscroft,"you're a mean one, mr. grinch",4mybTd8gHkEpCmMxOFKHwv,0.54,0.387,7.0,-13.86,1.0,0.539,0.944,8.8e-05,0.655,0.468,87.804,audio_features,spotify:track:4mybTd8gHkEpCmMxOFKHwv,https://api.spotify.com/v1/tracks/4mybTd8gHkEpCmMxOFKHwv,https://api.spotify.com/v1/audio-analysis/4mybTd8gHkEpCmMxOFKHwv,315227.0,4.0,hot,https://open.spotify.com/track/4mybTd8gHkEpCmMxOFKHwv
30,donny hathaway,this christmas,38xhBO2AKrJnjdjVnhJES6,0.634,0.645,5.0,-9.2,1.0,0.0376,0.292,0.0,0.246,0.677,93.047,audio_features,spotify:track:38xhBO2AKrJnjdjVnhJES6,https://api.spotify.com/v1/tracks/38xhBO2AKrJnjdjVnhJES6,https://api.spotify.com/v1/audio-analysis/38xhBO2AKrJnjdjVnhJES6,231173.0,4.0,hot,https://open.spotify.com/track/38xhBO2AKrJnjdjVnhJES6
31,doja cat,agora hills,7dJYggqjKo71KI9sLzqCs8,0.75,0.674,8.0,-6.128,0.0,0.097,0.228,8.91e-05,0.122,0.392,123.026,audio_features,spotify:track:7dJYggqjKo71KI9sLzqCs8,https://api.spotify.com/v1/tracks/7dJYggqjKo71KI9sLzqCs8,https://api.spotify.com/v1/audio-analysis/7dJYggqjKo71KI9sLzqCs8,265360.0,4.0,hot,https://open.spotify.com/track/7dJYggqjKo71KI9sLzqCs8
32,morgan wallen,last night,7K3BhSpAxZBznislvUMVtn,0.492,0.675,6.0,-5.456,1.0,0.0389,0.467,0.0,0.142,0.478,203.759,audio_features,spotify:track:7K3BhSpAxZBznislvUMVtn,https://api.spotify.com/v1/tracks/7K3BhSpAxZBznislvUMVtn,https://api.spotify.com/v1/audio-analysis/7K3BhSpAxZBznislvUMVtn,163855.0,4.0,hot,https://open.spotify.com/track/7K3BhSpAxZBznislvUMVtn
33,justin bieber,mistletoe,7xapw9Oy21WpfEcib2ErSA,0.657,0.56,6.0,-9.049,0.0,0.0467,0.498,0.0,0.0794,0.854,161.993,audio_features,spotify:track:7xapw9Oy21WpfEcib2ErSA,https://api.spotify.com/v1/tracks/7xapw9Oy21WpfEcib2ErSA,https://api.spotify.com/v1/audio-analysis/7xapw9Oy21WpfEcib2ErSA,182947.0,4.0,hot,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
34,andy williams,happy holiday / the holiday season,3sDdyBHQ60Cs1opmIyRvhp,0.505,0.451,9.0,-10.193,0.0,0.0329,0.727,0.0,0.233,0.744,74.347,audio_features,spotify:track:3sDdyBHQ60Cs1opmIyRvhp,https://api.spotify.com/v1/tracks/3sDdyBHQ60Cs1opmIyRvhp,https://api.spotify.com/v1/audio-analysis/3sDdyBHQ60Cs1opmIyRvhp,156867.0,4.0,hot,https://open.spotify.com/track/3sDdyBHQ60Cs1opmIyRvhp
35,vince guaraldi trio,christmastime is here,6NQchnlpozM5o4n6WfDznd,0.336,0.17,5.0,-17.225,1.0,0.0327,0.957,0.661,0.0929,0.102,140.481,audio_features,spotify:track:6NQchnlpozM5o4n6WfDznd,https://api.spotify.com/v1/tracks/6NQchnlpozM5o4n6WfDznd,https://api.spotify.com/v1/audio-analysis/6NQchnlpozM5o4n6WfDznd,369707.0,3.0,hot,https://open.spotify.com/track/6NQchnlpozM5o4n6WfDznd
36,jonas brothers,like it's christmas,1OjmlSFuzYflWjSMTCyTJv,0.725,0.571,1.0,-6.007,1.0,0.102,0.0183,0.0,0.0519,0.61,146.035,audio_features,spotify:track:1OjmlSFuzYflWjSMTCyTJv,https://api.spotify.com/v1/tracks/1OjmlSFuzYflWjSMTCyTJv,https://api.spotify.com/v1/audio-analysis/1OjmlSFuzYflWjSMTCyTJv,200880.0,4.0,hot,https://open.spotify.com/track/1OjmlSFuzYflWjSMTCyTJv
37,michael buble,have yourself a merry little christmas,1DnSNqCQM3LUxqFuXt184Q,0.275,0.276,9.0,-11.395,1.0,0.0321,0.602,0.00167,0.121,0.195,68.764,audio_features,spotify:track:1DnSNqCQM3LUxqFuXt184Q,https://api.spotify.com/v1/tracks/1DnSNqCQM3LUxqFuXt184Q,https://api.spotify.com/v1/audio-analysis/1DnSNqCQM3LUxqFuXt184Q,230307.0,3.0,hot,https://open.spotify.com/track/1DnSNqCQM3LUxqFuXt184Q
38,jackson 5,i saw mommy kissing santa claus,15sxLiiChE5dCW3Y756oas,0.583,0.712,3.0,-8.222,1.0,0.0538,0.263,1.02e-06,0.817,0.614,128.897,audio_features,spotify:track:15sxLiiChE5dCW3Y756oas,https://api.spotify.com/v1/tracks/15sxLiiChE5dCW3Y756oas,https://api.spotify.com/v1/audio-analysis/15sxLiiChE5dCW3Y756oas,181267.0,4.0,hot,https://open.spotify.com/track/15sxLiiChE5dCW3Y756oas
39,morgan wallen,thinkin' bout me,0PAcdVzhPO4gq1Iym9ESnK,0.656,0.757,3.0,-5.775,0.0,0.0308,0.492,0.0,0.117,0.429,139.971,audio_features,spotify:track:0PAcdVzhPO4gq1Iym9ESnK,https://api.spotify.com/v1/tracks/0PAcdVzhPO4gq1Iym9ESnK,https://api.spotify.com/v1/audio-analysis/0PAcdVzhPO4gq1Iym9ESnK,177388.0,4.0,hot,https://open.spotify.com/track/0PAcdVzhPO4gq1Iym9ESnK
40,gene autry & the pinafores,rudolph the red-nosed reindeer,34MC0a5RRdXsfOEPAKiEd9,0.635,0.167,8.0,-14.019,1.0,0.0458,0.867,0.0,0.285,0.675,141.161,audio_features,spotify:track:34MC0a5RRdXsfOEPAKiEd9,https://api.spotify.com/v1/tracks/34MC0a5RRdXsfOEPAKiEd9,https://api.spotify.com/v1/audio-analysis/34MC0a5RRdXsfOEPAKiEd9,186427.0,4.0,hot,https://open.spotify.com/track/34MC0a5RRdXsfOEPAKiEd9
41,ed sheeran & elton john,merry christmas,3bH2Eu9A9ymI4UnGHRmoXg,0.594,0.935,0.0,-2.018,1.0,0.0357,0.243,2.36e-06,0.102,0.602,113.99,audio_features,spotify:track:3bH2Eu9A9ymI4UnGHRmoXg,https://api.spotify.com/v1/tracks/3bH2Eu9A9ymI4UnGHRmoXg,https://api.spotify.com/v1/audio-analysis/3bH2Eu9A9ymI4UnGHRmoXg,208547.0,4.0,hot,https://open.spotify.com/track/3bH2Eu9A9ymI4UnGHRmoXg
42,luke combs,fast car,1Lo0QY9cvc8sUB2vnIOxDT,0.712,0.603,8.0,-5.52,1.0,0.0262,0.186,0.0,0.115,0.67,97.994,audio_features,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,https://api.spotify.com/v1/tracks/1Lo0QY9cvc8sUB2vnIOxDT,https://api.spotify.com/v1/audio-analysis/1Lo0QY9cvc8sUB2vnIOxDT,265493.0,4.0,hot,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
43,teddy swims,lose control,6usohdchdzW9oML7VC4Uhk,0.561,0.604,9.0,-4.409,1.0,0.0337,0.199,1.9e-05,0.104,0.242,159.92,audio_features,spotify:track:6usohdchdzW9oML7VC4Uhk,https://api.spotify.com/v1/tracks/6usohdchdzW9oML7VC4Uhk,https://api.spotify.com/v1/audio-analysis/6usohdchdzW9oML7VC4Uhk,210689.0,3.0,hot,https://open.spotify.com/track/6usohdchdzW9oML7VC4Uhk
44,taylor swift,is it over now? (taylor's version) [from the vault],1Iq8oo9XkmmvCQiGOfORiz,0.596,0.658,0.0,-7.346,1.0,0.036,0.0504,0.0,0.127,0.176,100.012,audio_features,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,https://api.spotify.com/v1/tracks/1Iq8oo9XkmmvCQiGOfORiz,https://api.spotify.com/v1/audio-analysis/1Iq8oo9XkmmvCQiGOfORiz,229478.0,4.0,hot,https://open.spotify.com/track/1Iq8oo9XkmmvCQiGOfORiz
45,paul russell,lil boo thang,0cVyQfDyRnMJ0V3rjjdlU3,0.85,0.699,0.0,-3.292,1.0,0.0776,0.152,0.0,0.32,0.915,114.481,audio_features,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3,https://api.spotify.com/v1/tracks/0cVyQfDyRnMJ0V3rjjdlU3,https://api.spotify.com/v1/audio-analysis/0cVyQfDyRnMJ0V3rjjdlU3,114234.0,4.0,hot,https://open.spotify.com/track/0cVyQfDyRnMJ0V3rjjdlU3
46,nicki minaj,ftcu,1a73gcEg6h6Re6hHXoVltJ,0.928,0.458,11.0,-6.751,1.0,0.187,0.0175,0.000446,0.118,0.242,144.995,audio_features,spotify:track:1a73gcEg6h6Re6hHXoVltJ,https://api.spotify.com/v1/tracks/1a73gcEg6h6Re6hHXoVltJ,https://api.spotify.com/v1/audio-analysis/1a73gcEg6h6Re6hHXoVltJ,172138.0,4.0,hot,https://open.spotify.com/track/1a73gcEg6h6Re6hHXoVltJ
47,noah kahan,stick season,0mflMxspEfB0VbI1kyLiAv,0.662,0.488,9.0,-6.894,1.0,0.0682,0.782,0.0,0.102,0.817,117.913,audio_features,spotify:track:0mflMxspEfB0VbI1kyLiAv,https://api.spotify.com/v1/tracks/0mflMxspEfB0VbI1kyLiAv,https://api.spotify.com/v1/audio-analysis/0mflMxspEfB0VbI1kyLiAv,182347.0,4.0,hot,https://open.spotify.com/track/0mflMxspEfB0VbI1kyLiAv
48,chris stapleton,white horse,7MSWxMumjz6lHj7oRApNbg,0.353,0.77,1.0,-11.066,0.0,0.0493,0.0016,0.598,0.109,0.224,145.225,audio_features,spotify:track:7MSWxMumjz6lHj7oRApNbg,https://api.spotify.com/v1/tracks/7MSWxMumjz6lHj7oRApNbg,https://api.spotify.com/v1/audio-analysis/7MSWxMumjz6lHj7oRApNbg,267893.0,4.0,hot,https://open.spotify.com/track/7MSWxMumjz6lHj7oRApNbg
49,miley cyrus,used to be young,41WQUSINanQHfhfKpFDsms,0.451,0.632,4.0,-3.843,1.0,0.0475,0.6,0.0,0.139,0.455,147.06,audio_features,spotify:track:41WQUSINanQHfhfKpFDsms,https://api.spotify.com/v1/tracks/41WQUSINanQHfhfKpFDsms,https://api.spotify.com/v1/audio-analysis/41WQUSINanQHfhfKpFDsms,190461.0,4.0,hot,https://open.spotify.com/track/41WQUSINanQHfhfKpFDsms
50,dua lipa,houdini,4OMJGnvZfDvsePyCwRGO7X,0.744,0.789,9.0,-4.876,0.0,0.059,0.0036,0.00144,0.0947,0.866,116.985,audio_features,spotify:track:4OMJGnvZfDvsePyCwRGO7X,https://api.spotify.com/v1/tracks/4OMJGnvZfDvsePyCwRGO7X,https://api.spotify.com/v1/audio-analysis/4OMJGnvZfDvsePyCwRGO7X,185918.0,4.0,hot,https://open.spotify.com/track/4OMJGnvZfDvsePyCwRGO7X
51,"usher, summer walker & 21 savage",good good,0J1YRLYhTG1MBosjidD7OI,0.753,0.669,7.0,-4.914,0.0,0.104,0.0378,0.0,0.122,0.584,140.948,audio_features,spotify:track:0J1YRLYhTG1MBosjidD7OI,https://api.spotify.com/v1/tracks/0J1YRLYhTG1MBosjidD7OI,https://api.spotify.com/v1/audio-analysis/0J1YRLYhTG1MBosjidD7OI,247469.0,4.0,hot,https://open.spotify.com/track/0J1YRLYhTG1MBosjidD7OI
52,nate smith,world on fire,5ya0TmUQw2wHMkq36rPsnd,0.461,0.887,11.0,-4.871,0.0,0.0429,0.000219,0.0,0.104,0.411,95.964,audio_features,spotify:track:5ya0TmUQw2wHMkq36rPsnd,https://api.spotify.com/v1/tracks/5ya0TmUQw2wHMkq36rPsnd,https://api.spotify.com/v1/audio-analysis/5ya0TmUQw2wHMkq36rPsnd,189987.0,4.0,hot,https://open.spotify.com/track/5ya0TmUQw2wHMkq36rPsnd
53,xavi,la diabla,0R6NfOiLzLj4O5VbYSJAjf,0.751,0.819,11.0,-4.372,0.0,0.0409,0.255,0.0,0.236,0.697,131.842,audio_features,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,https://api.spotify.com/v1/tracks/0R6NfOiLzLj4O5VbYSJAjf,https://api.spotify.com/v1/audio-analysis/0R6NfOiLzLj4O5VbYSJAjf,172264.0,3.0,hot,https://open.spotify.com/track/0R6NfOiLzLj4O5VbYSJAjf
54,warren zeiders,pretty little poison,2gT2iF1YK5r54A2PDEXVv8,0.518,0.557,1.0,-4.839,1.0,0.0332,0.0258,2.46e-06,0.156,0.216,111.865,audio_features,spotify:track:2gT2iF1YK5r54A2PDEXVv8,https://api.spotify.com/v1/tracks/2gT2iF1YK5r54A2PDEXVv8,https://api.spotify.com/v1/audio-analysis/2gT2iF1YK5r54A2PDEXVv8,218160.0,3.0,hot,https://open.spotify.com/track/2gT2iF1YK5r54A2PDEXVv8
55,victoria monet,on my mama,7DswEZZthZ6piQpL25qGAM,0.675,0.546,4.0,-7.716,0.0,0.0511,0.556,0.00441,0.167,0.607,77.415,audio_features,spotify:track:7DswEZZthZ6piQpL25qGAM,https://api.spotify.com/v1/tracks/7DswEZZthZ6piQpL25qGAM,https://api.spotify.com/v1/audio-analysis/7DswEZZthZ6piQpL25qGAM,184258.0,4.0,hot,https://open.spotify.com/track/7DswEZZthZ6piQpL25qGAM
